id,y
0,61.57742434652029
1,73.41283977761579
2,68.69077570964382
3,75.05306651370725
4,76.59516485397675
5,54.94012369860275
6,65.82717705153613
7,70.23928369019805
8,65.99000794698135
9,60.790964421488106
10,73.14436075516878
11,75.8013622525053
12,61.28243534589369
13,68.78181979817569
14,75.44168500091112
15,63.484345930544094
16,76.07861180074644
17,71.3015225341538
18,65.3041408685558
19,67.28612881947811
20,63.36634926644665
21,59.84863804267583
22,74.73814014808423
23,78.08043092183019
24,66.84560363530247
25,71.71504927635671
26,75.50502453758472
27,77.00183816789799
28,68.21614042648714
29,68.62717573275876
30,67.10297509387118
31,75.2648055686876
32,72.03818965763966
33,69.8452947881404
34,67.11730962152657
35,61.136321907359566
36,63.82470906262416
37,72.37440749839061
38,67.68098226231515
39,62.19964783318106
40,66.83577441281517
41,67.73217186945917
42,72.2362105264364
43,72.82660672221986
44,53.039077605196596
45,76.78003021031414
46,63.30448039647028
47,77.41056417932361
48,74.58347408859215
49,77.99425378888719
50,78.79295772822505
51,66.98625518177818
52,79.31919420778364
53,74.3945869106756
54,73.32526119832634
55,79.24655724053596
56,74.35298900976503
57,72.60620692602603
58,67.09613479965994
59,72.02619597890637
60,73.67168249586838
61,68.52758005595437
62,69.34268820770622
63,76.09137224535507
64,77.26043383168502
65,62.25460439958896
66,70.39336160699924
67,58.69093214051345
68,81.74475102237227
69,81.92451364455479
70,65.23086136221163
71,75.91301412849327
72,69.51515360510867
73,72.60108577385841
74,65.85049118927805
75,65.9458531009075
76,75.9213068769875
77,67.86178653469631
78,70.55505251935276
79,58.45047591298973
80,81.37127563102888
81,73.57923562052667
82,71.48750025115717
83,64.04108756739218
84,76.77331077762153
85,74.4882748587649
86,70.3669407628926
87,66.48057393177622
88,70.6728799159856
89,61.53896517680596
90,67.90590512329167
91,73.21177549668955
92,74.1454210572255
93,66.83596378967195
94,74.56126681513607
95,79.83491082281802
96,73.2091184980776
97,60.42636749040443
98,56.301325338227024
99,77.42015408679416
100,73.64005789231223
101,68.46003439255759
102,60.670717832393365
103,80.28261449058047
104,79.85428414405237
105,66.5481386180373
106,67.5496335487261
107,80.122550681565
108,72.62944436047512
109,73.48819945073319
110,71.61753699322054
111,69.60844401196871
112,68.40148191761938
113,69.083182388318
114,64.48945801611981
115,82.34670695952134
116,71.84797956002336
117,72.69330871955046
118,72.29604275983506
119,75.96538398888646
120,75.63112262368895
121,70.47627707199699
122,68.23392367554285
123,76.31540802273695
124,75.64548449756747
125,73.46276098466537
126,57.35620336855152
127,74.46598231353437
128,81.7883624117886
129,76.1730429348039
130,77.13063705141562
131,65.31644231069629
132,77.16493915006662
133,71.26083678078884
134,70.72191923704622
135,72.92772481560218
136,62.128950748119934
137,71.20158728464531
138,66.91023226087322
139,81.98055475831897
140,76.81064106363364
141,69.94865613060753
142,73.98300574405246
143,65.25194550984402
144,72.99054214139458
145,62.59755349876894
146,71.81054918797818
147,75.55099779576446
